01560;ST TRIVIER DE COURTES
01560;VERNOUX
01560;VESCOURS
01570;ASNIERES SUR SAONE
01570;FEILLENS
01570;MANZIAT
01570;VESINES
01580;IZERNORE
01580;MATAFELON GRANGES
01580;MATAFELON GRANGES GRANGES
01580;SAMOGNAT
01580;SONTHONNAX LA MONTAGNE
01580;SONTHONNAX LA MONTAGNE NAPT
01590;CHANCIA
01590;DORTAN
01590;LAVANCIA EPERCY
01600;MASSIEUX
01600;MISERIEUX
01600;PARCIEUX
01600;REYRIEUX
01600;ST BERNARD
01600;ST DIDIER DE FORMANS
01600;STE EUPHEMIE
01600;TOUSSIEUX
01600;TREVOUX
01630;CHALLEX
01630;PERON
01630;SERGY
01630;ST GENIS POUILLY
01630;ST JEAN DE GONVILLE
01640;BOYEUX ST JEROME
01640;JUJURIEUX
01640;L ABERGEMENT DE VAREY
01640;ST JEAN LE VIEUX
01660;CHAVEYRIAT
01660;MEZERIAT
01660;VANDEINS
01680;GROSLEE ST BENOIT GROSLEE
01680;INNIMOND
01680;LHUIS
01680;LOMPNAS
01680;MARCHAMP
01700;BEYNOST
01700;MIRIBEL
01700;MIRIBEL LE MAS RILLIER
01700;MIRIBEL LES ECHETS
01700;NEYRON
01700;ST MAURICE DE BEYNOST
01710;THOIRY
01750;CROTTET
01750;REPLONGES
01750;ST LAURENT SUR SAONE
01800;BOURG ST CHRISTOPHE
01800;BOURG ST CHRISTOPHE MARFOZ
01800;CHARNOZ SUR AIN
01800;FARAMANS
01800;JOYEUX
01800;LE MONTELLIER
01800;MEXIMIEUX
01800;PEROUGES
01800;RIGNIEUX LE FRANC
01800;ST ELOI
01800;ST JEAN DE NIOST
01800;ST MAURICE DE GOURDANS
01800;VILLIEU LOYES MOLLON
01800;VILLIEU LOYES MOLLON LOYES
01800;VILLIEU LOYES MOLLON MOLLON
01851;MARBOZ
01960;PERONNAS
01960;SERVAS
01960;ST ANDRE SUR VIEUX JONC
01990;BANEINS
01990;CHANEINS
01990;RELEVANT
01990;ST TRIVIER SUR MOIGNANS
02000;AULNOIS SOUS LAON
02000;BARENTON BUGNY
02000;BARENTON CEL
02000;BOURGUIGNON SOUS MONTBAVIN
02000;BRAYE EN LAONNOIS
02000;CHAILLEVOIS
02000;CHAMBRY
02000;CHAVIGNON
02000;CHERY LES POUILLY
02000;CHEVREGNY
02000;CHIVY LES ETOUVELLES
02000;CLACY ET THIERRET
02000;ETOUVELLES
02000;FILAIN
02000;LANISCOURT
02000;LAON
02000;MERLIEUX ET FOUQUEROLLES
02000;MOLINCHART
02000;MONAMPTEUIL
02000;MONS EN LAONNOIS
02000;MONTBAVIN
02000;PARGNY FILAIN
02000;ROYAUCOURT ET CHAILVET
02000;URCEL
02000;VAUCELLES ET BEFFECOURT
02000;VERNEUIL SUR SERRE
02100;ESSIGNY LE PETIT
02100;FAYET
02100;GRICOURT
02100;HARLY
02100;LESDINS
02100;MORCOURT
02100;NEUVILLE ST AMAND
02100;OMISSY
02100;REMAUCOURT
02100;ROUVROY
02100;ST QUENTIN
02110;AISONVILLE ET BERNOVILLE
02110;BEAUREVOIR
02110;BECQUIGNY
02110;BOHAIN EN VERMANDOIS
02110;BRANCOURT LE GRAND
02110;CROIX FONSOMME
02110;ETAVES ET BOCQUIAUX
02110;FIEULAINE
02110;FONSOMME
02110;FONTAINE NOTRE DAME
02110;FONTAINE UTERTE
02110;GROUGIS
02110;LA VALLEE MULATRE
02110;MOLAIN
02110;MONTBREHAIN
02110;MONTIGNY EN ARROUAISE
02110;PREMONT
02110;RAMICOURT
02110;RIBEAUVILLE
02110;SEBONCOURT
02110;SERAIN
02110;ST MARTIN RIVIERE
02110;VAUX ANDIGNY
02120;AUDIGNY
02120;BERNOT
02120;CHIGNY
02120;COLONFAY
02120;CRUPILLY
02120;FLAVIGNY LE GRAND ET BEAURAIN
02120;GRAND VERLY
02120;GUISE
02120;HAUTEVILLE
02120;LANDIFAY ET BERTAIGNEMONT
02120;LE HERIE LA VIEVILLE
02120;LESQUIELLES ST GERMAIN
02120;MACQUIGNY
02120;MALZY
02120;MARLY GOMONT
02120;MONCEAU SUR OISE
02120;NOYALES
02120;PROISY
02120;PROIX
02120;PUISIEUX ET CLANLIEU
02120;ROMERY
02120;SAINS RICHAUMONT
02120;TUPIGNY
02120;VADENCOURT
02120;VADENCOURT LONGCHAMPS
02120;VILLERS LES GUISE
02120;WIEGE FATY
02130;ARCY STE RESTITUE
02130;ARCY STE RESTITUE BRANGES
02130;BEUVARDES
02130;BRUYERES SUR FERE
02130;CIERGES
02130;COULONGES COHAN
02130;COULONGES COHAN COHAN
02130;COURMONT
02130;CRAMAILLE
02130;DRAVEGNY
02130;FERE EN TARDENOIS
02130;FRESNES EN TARDENOIS
02130;GOUSSANCOURT
02130;LOUPEIGNE
02130;MAREUIL EN DOLE
02130;RONCHERES
02130;SAPONAY
02130;SERGY
02130;SERINGES ET NESLES
02130;VEZILLY
02130;VILLENEUVE SUR FERE
02130;VILLERS AGRON AIGUIZY
02130;VILLERS SUR FERE
02140;BANCIGNY
02140;BRAYE EN THIERACHE
02140;BURELLES
02140;DAGNY LAMBERCY
02140;FONTAINE LES VERVINS
02140;FRANQUEVILLE
02140;GERCY
02140;GRONARD
02140;HARCIGNY
02140;HARY
02140;HAUTION
02140;HOURY
02140;JEANTES
02140;LA BOUTEILLE
02140;LAIGNY
02140;LANDOUZY LA COUR
02140;LANDOUZY LA VILLE
02140;LA VALLEE AU BLE
02140;LEME
02140;LE SOURD
02140;LUGNY
02140;MARFONTAINE
02140;NAMPCELLES LA COUR
02140;PLOMION
02140;PRISCES
02140;ROGNY
02140;ROUGERIES
02140;ST GOBERT
02140;ST PIERRE LES FRANQUEVILLE
02140;THENAILLES
02140;VERVINS
02140;VOHARIES
02140;VOULPAIX
02150;LAPPION
02150;LA SELVE
02150;NIZY LE COMTE
02150;SISSONNE
02160;BEAURIEUX
02160;BLANZY LES FISMES
02160;BOUFFIGNEREUX
02160;BOURG ET COMIN
02160;CHAUDARDES
02160;CONCEVREUX
02160;CRAONNE
02160;CRAONNELLE
02160;CUIRY LES CHAUDARDES
02160;CUISSY ET GENY
02160;GERNICOURT
02160;GUYENCOURT
02160;JUMIGNY
02160;LA VILLE AUX BOIS LES PONTAVERT
02160;LES SEPTVALLONS BARBONVAL
02160;LES SEPTVALLONS GLENNES
02160;LES SEPTVALLONS LONGUEVAL BARBONVAL
02160;LES SEPTVALLONS MERVAL
02160;LES SEPTVALLONS PERLES
02160;LES SEPTVALLONS REVILLON
02160;LES SEPTVALLONS VAUXCERE
02160;LES SEPTVALLONS VILLERS EN PRAYERES
02160;MAIZY
02160;MEURIVAL
02160;MOULINS
02160;MOUSSY VERNEUIL
02160;MUSCOURT
02160;OEUILLY
02160;OULCHES LA VALLEE FOULON
02160;PAISSY
02160;PARGNAN
02160;PONT ARCY
02160;PONTAVERT
02160;ROUCY
02160;SERVAL
02160;SOUPIR
02160;VASSOGNE
02160;VENDRESSE BEAULNE
02160;VIEL ARCY
02170;BARZY EN THIERACHE
02170;ESQUEHERIES
02170;FONTENELLE
02170;LE NOUVION EN THIERACHE
02170;LESCHELLE
02190;AGUILCOURT
02190;AMIFONTAINE
02190;BERRY AU BAC
02190;BERTRICOURT
02190;CONDE SUR SUIPPE
02190;EVERGNICOURT
02190;GUIGNICOURT
02190;JUVINCOURT ET DAMARY
02190;LA MALMAISON
02190;LOR
02190;MENNEVILLE
02190;NEUFCHATEL SUR AISNE
02190;ORAINVILLE
02190;PIGNICOURT
02190;PROUVAIS
02190;PROVISEUX ET PLESNOY
02190;VARISCOURT
02200;ACY
02200;AMBRIEF
02200;BELLEU
02200;BERZY LE SEC
02200;BILLY SUR AISNE
02200;BUZANCY
02200;CHACRISE
02200;CHAUDUN
02200;COURMELLES
02200;CUISY EN ALMONT
02200;MERCIN ET VAUX
02200;MISSY AUX BOIS
02200;NAMPTEUIL SOUS MURET
02200;NOYANT ET ACONIN
02200;PASLY
02200;PERNANT
02200;PLOISY
02200;POMMIERS
02200;ROZIERES SUR CRISE
02200;SACONIN ET BREUIL
02200;SEPTMONTS
02200;SOISSONS
02200;VAUXBUIN
02200;VAUXREZIS
02200;VENIZEL
02200;VILLENEUVE ST GERMAIN
02210;ARMENTIERES SUR OURCQ
02210;BEUGNEUX
02210;BILLY SUR OURCQ
02210;BRECY
02210;BRENY
02210;CHOUY
02210;COINCY
02210;DROIZY
02210;GRAND ROZOY
02210;GRISOLLES
02210;HARTENNES ET TAUX
02210;LA CROIX SUR OURCQ
02210;LATILLY
02210;LAUNOY
02210;LE PLESSIER HULEU
02210;MONTGRU ST HILAIRE
02210;MURET ET CROUTTES
02210;NANTEUIL NOTRE DAME
02210;OULCHY LA VILLE
02210;OULCHY LE CHATEAU
02210;OULCHY LE CHATEAU CUGNY LES CROUTTES
02210;PARCY ET TIGNY
02210;ROCOURT ST MARTIN
02210;ROZET ST ALBIN
02210;ST REMY BLANZY
02210;VICHEL NANTEUIL
02210;VIERZY
02210;VILLEMONTOIRE
02220;AUGY
02220;BAZOCHES SUR VESLES
02220;BRAINE
02220;BRENELLE
02220;BRUYS
02220;CERSEUIL
02220;CHERY CHARTREUVE
02220;CIRY SALSOGNE
02220;COURCELLES SUR VESLE
02220;COUVRELLES
02220;CUIRY HOUSSE
02220;CYS LA COMMUNE
02220;DHUIZEL
02220;JOUAIGNES
02220;LESGES
02220;LHUYS
02220;LIME
02220;MAAST ET VIOLAINE
02220;MONT NOTRE DAME
02220;MONT ST MARTIN
02220;PAARS
02220;QUINCY SOUS LE MONT
02220;SERCHES
02220;SERMOISE
02220;ST MARD
02220;ST THIBAUT
02220;TANNIERES
02220;VASSENY
02220;VAUXTIN
02220;VILLE SAVOYE
02230;FRESNOY LE GRAND
02240;ALAINCOURT
02240;BERTHENICOURT
02240;BRISSAY CHOIGNY
02240;BRISSY HAMEGICOURT
02240;CERIZY
02240;CHATILLON SUR OISE
02240;ITANCOURT
02240;MEZIERES SUR OISE
02240;PARPEVILLE
02240;PLEINE SELVE
02240;REGNY
02240;RENANSART
02240;RIBEMONT
02240;SERY LES MEZIERES
02240;SISSY
02240;SURFONTAINE
02240;VILLERS LE SEC
02250;AUTREMENCOURT
02250;BERLANCOURT
02250;BOSMONT SUR SERRE
02250;CHEVENNES
02250;CILLY
02250;ERLON
02250;HOUSSET
02250;LA NEUVILLE BOSMONT
02250;LA NEUVILLE HOUSSET
02250;MARCY SOUS MARLE
02250;MARLE
02250;MONTIGNY LE FRANC
02250;MONTIGNY SOUS MARLE
02250;ST PIERREMONT
02250;TAVAUX ET PONTSERICOURT
02250;THIERNU
02250;TOULIS ET ATTENCOURT
02250;VOYENNE
02260;CLAIRFONTAINE
02260;ENGLANCOURT
02260;ERLOY
02260;FROIDESTREES
02260;GERGNY
02260;LA CAPELLE
02260;LA FLAMENGRIE
02260;LERZY
02260;PAPLEUX
02260;ROCQUIGNY
02260;SOMMERON
02260;ST ALGIS
02270;ASSIS SUR SERRE
02270;BARENTON SUR SERRE
02270;BOIS LES PARGNY
02270;CHALANDRY
02270;CHATILLON LES SONS
02270;CHEVRESIS MONCEAU
02270;COUVRON ET AUMENCOURT
02270;CRECY SUR SERRE
02270;DERCY
02270;FROIDMONT COHARTILLE
02270;LA FERTE CHEVRESIS
02270;MESBRECOURT RICHECOURT
02270;MONCEAU LE NEUF ET FAUCOUZY
02270;MONCEAU LES LEUPS
02270;MONTIGNY SUR CRECY
02270;MORTIERS
02270;NOUVION ET CATILLON
02270;NOUVION ET CATILLON PONT A BUCY
02270;PARGNY LES BOIS
02270;POUILLY SUR SERRE
02270;REMIES
02270;SONS ET RONCHERES
02290;AMBLENY
02290;BAGNEUX
02290;BERNY RIVIERE
02290;BIEUXY
02290;EPAGNY
02290;FONTENOY
02290;MONTIGNY LENGRAIN
02290;MORSAIN
02290;NOUVRON VINGRE
02290;OSLY COURTIL
02290;RESSONS LE LONG
02290;ST BANDRY
02290;ST CHRISTOPHE A BERRY
02290;TARTIERS
02290;VASSENS
02290;VEZAPONIN
02290;VIC SUR AISNE
02300;ABBECOURT
02300;AUDIGNICOURT
02300;AUTREVILLE
02300;BEAUMONT EN BEINE
02300;BESME
02300;BETHANCOURT EN VAUX
02300;BICHANCOURT
02300;BLERANCOURT
02300;BOURGUIGNON SOUS COUCY
02300;CAILLOUEL CREPIGNY
02300;CAMELIN
02300;CAMELIN LOMBRAY
02300;CAUMONT
02300;CHAUNY
02300;COMMENCHON
02300;GUIVRY
02300;GUNY
02300;LA NEUVILLE EN BEINE
02300;MANICAMP
02300;MAREST DAMPCOURT
02300;NEUFLIEUX
02300;OGNES
02300;PIERREMANDE
02300;QUIERZY
02300;SELENS
02300;SINCENY
02300;ST AUBIN
02300;ST PAUL AUX BOIS
02300;TROSLY LOIRE
02300;UGNY LE GAY
02300;VILLEQUIER AUMONT
02300;VIRY NOUREUIL
02310;BEZU LE GUERY
02310;CHARLY SUR MARNE
02310;COUPRU
02310;CROUTTES SUR MARNE
02310;DOMPTIN
02310;MONTREUIL AUX LIONS
02310;NOGENT L ARTAUD
02310;PAVANT
02310;ROMENY SUR MARNE
02310;SAULCHERY
02310;VILLIERS ST DENIS
02320;ALLEMANT
02320;ANIZY LE CHATEAU
02320;BRANCOURT EN LAONNOIS
02320;CESSIERES
02320;FAUCOUCOURT
02320;LIZY
02320;PINON
02320;PREMONTRE
02320;SUZY
02320;VAUDESSON
02320;VAUXAILLON
02320;WISSIGNICOURT
02330;CELLES LES CONDE
02330;CONDE EN BRIE
02330;CONNIGIS
02330;COURBOIN
02330;DHUYS ET MORIN EN BRIE ARTONGES
02330;MONTHUREL
02330;MONTIGNY LES CONDE
02330;MONTLEVON
02330;PARGNY LA DHUYS
02330;ST EUGENE
02330;VALLEES EN CHAMPAGNE BAULNE EN BRIE
02330;VALLEES EN CHAMPAGNE LA CHAPELLE MONTHODON
02330;VALLEES EN CHAMPAGNE ST AGNAN
02340;AGNICOURT ET SECHELLES
02340;BERLISE
02340;CHAOURSE
02340;CLERMONT LES FERMES
02340;DIZY LE GROS
02340;LA VILLE AUX BOIS LES DIZY
02340;LE THUEL
02340;LISLET
02340;MONTCORNET
02340;MONTLOUE
02340;NOIRCOURT
02340;RENNEVAL
02340;SOIZE
02340;STE GENEVIEVE
02340;VIGNEUX HOCQUET
02340;VINCY REUIL ET MAGNY
02350;BONCOURT
02350;BUCY LES PIERREPONT
02350;CHIVRES EN LAONNOIS
02350;CUIRIEUX
02350;EBOULEAU
02350;GIZY
02350;GOUDELANCOURT LES PIERREPONT
02350;GRANDLUP ET FAY
02350;LIESSE NOTRE DAME
02350;MACHECOURT
02350;MARCHAIS
02350;MISSY LES PIERREPONT
02350;PIERREPONT
02350;STE PREUVE
02350;VESLES ET CAUMONT
02360;ARCHON
02360;BRUNEHAMEL
02360;CHERY LES ROZOY
02360;COINGT
02360;CUIRY LES IVIERS
02360;DOHIS
02360;DOLIGNON
02360;GRANDRIEUX
02360;IVIERS
02360;LES AUTELS
02360;MONT ST JEAN
02360;MORGNY EN THIERACHE
02360;PARFONDEVAL
02360;RAILLIMONT
02360;RESIGNY
02360;ROUVROY SUR SERRE
02360;ROZOY SUR SERRE
02360;ST CLEMENT
02370;AIZY JOUY
02370;AIZY JOUY JOUY
02370;CELLES SUR AISNE
02370;CHASSEMY
02370;CHAVONNE
02370;CONDE SUR AISNE
02370;OSTEL
02370;PRESLES ET BOVES
02370;VAILLY SUR AISNE
02380;BASSOLES AULERS
02380;COUCY LA VILLE
02380;COUCY LE CHATEAU AUFFRIQUE
02380;CRECY AU MONT
02380;FRESNES
02380;JUMENCOURT
02380;LANDRICOURT
02380;LEUILLY SOUS COUCY
02380;PONT ST MARD
02380;QUINCY BASSE
02380;VERNEUIL SOUS COUCY
02390;MONT D ORIGNY
02390;NEUVILLETTE
02390;ORIGNY STE BENOITE
02390;THENELLES
02400;AZY SUR MARNE
02400;BELLEAU
02400;BEZU ST GERMAIN
02400;BLESMES
02400;BONNEIL
02400;BONNESVALYN
02400;BOURESCHES
02400;BRASLES
02400;CHARTEVES
02400;CHATEAU THIERRY
02400;CHIERRY
02400;EPAUX BEZU
02400;EPIEDS
02400;ESSOMES SUR MARNE
02400;ETAMPES SUR MARNE
02400;ETREPILLY
02400;GLAND
02400;LUCY LE BOCAGE
02400;MONTHIERS
02400;MONT ST PERE
02400;NESLES LA MONTAGNE
02400;NOGENTEL
02400;VERDILLY
02410;SEPTVAUX
02410;ST GOBAIN
02410;ST NICOLAS AUX BOIS
02420;AUBENCHEUL AUX BOIS
02420;BELLENGLISE
02420;BELLICOURT
02420;BONY
02420;ESTREES
02420;GOUY
02420;HARGICOURT
02420;JONCOURT
02420;LE CATELET
02420;LEHAUCOURT
02420;LEMPIRE
02420;LEVERGIES
02420;MAGNY LA FOSSE
02420;NAUROY
02420;SEQUEHART
02420;VENDHUILE
02420;VILLERET
02430;GAUCHY
02440;BENAY
02440;CLASTRES
02440;GIBERCOURT
02440;HINACOURT
02440;LY FONTAINE
02440;MONTESCOURT LIZEROLLES
02440;REMIGNY
02450;BERGUES SUR SAMBRE
02450;BOUE
02450;DORENGT
02450;FESMY LE SART
02450;FESMY LE SART LE SART
02450;LA NEUVILLE LES DORENGT
02450;LAVAQUERESSE
02450;OISY
02460;LA FERTE MILON
02460;LA FERTE MILON MOSLOY
02460;SILLY LA POTERIE
02460;TROESNES
02470;DAMMARD
02470;MACOGNY
