Code_postal;Libelle_acheminement
39110;MARNOZ
39600;MATHENAY
55210;LACHAUSSEE HAUMONT LES LACHAUSSEE
55300;LAMORVILLE
55200;LEROUVILLE
55000;LOISEY
55230;LOISON
55100;LOUVEMONT COTE DU POIVRE
55700;MARTINCOURT SUR MEUSE
55190;MAUVAGES
55260;MENIL AUX BOIS
55140;MONTBRAS
55320;LES MONTHAIRONS
55000;MONTPLONNE
55300;MONTSEC
55100;MONTZEVILLE
55500;CHANTERAINE OEY
55700;MOULINS ST HUBERT
55110;MURVAUX
55000;VAL D ORNAIN BUSSY LA COTE
55000;VAL D ORNAIN VARNEY
55500;NANCOIS SUR ORNAIN
55500;NANTOIS
55120;NIXEVILLE BLERCOURT
55120;NIXEVILLE BLERCOURT BLERCOURT
55210;NONSARD LAMARCHE
55210;NONSARD LAMARCHE LAMARCHE EN WOEVRE
55700;OLIZY SUR CHIERS
55190;PAGNY SUR MEUSE
55300;RAMBUCOURT
55800;RANCOURT SUR ORNAIN
55190;REFFROY
55290;RIBEAUCOURT
55130;LES ROISES
55150;ROMAGNE SOUS LES COTES
55260;RAIVAL ERIZE LA GRANDE
55400;ROUVRES EN WOEVRE
55500;ST AUBIN SUR AIRE
55140;ST GERMAIN SUR MEUSE
55300;ST MIHIEL
55230;ST PIERREVILLERS
55160;ST REMY LA CALONNE
55000;SALMAGNE
55100;SAMOGNEUX
55500;SAULVAUX
55500;SAULVAUX VAUX LA GRANDE
55190;SAUVOY
55220;LES SOUHESMES RAMPONT RAMPONT
55230;SPINCOURT OLLIERES
55000;TANNOIS
55600;THONNE LE THIL
55220;TILLY SUR MEUSE
55500;COUSANCES LES TRICONVILLE COUSANCES AU BOIS
55100;VACHERAUVILLE
55140;VAUCOULEURS
55300;VAUX LES PALAMEIX
55000;VAVINCOURT
55600;VELOSNES
55210;VIGNEULLES LES HATTONCHATEL HATTONCHATEL
55210;VIGNEULLES LES HATTONCHATEL ST BENOIT EN WOEVRE
55600;VIGNEUL SOUS MONTMEDY
55250;VILLOTTE DEVANT LOUPPY
55150;WAVRILLE
55500;WILLERONCOURT
55210;WOEL
56400;AURAY
56870;BADEN
56380;BEIGNON
56400;BRECH
56240;CALAN
56140;CARO
56430;CONCORET
56920;CROIXANVEC
56410;ERDEVEN
56200;GLENAC
56920;KERFOURN
56160;LIGNOL
56160;LOCMALO
56390;LOCMARIA GRAND CHAMP
56500;LOCMINE
56570;LOCMIQUELIC
56390;LOCQUELTAS
56140;MALESTROIT
56130;MARZAN
56130;PEAULE
56800;PLOERMEL
56420;PLUMELEC
56290;PORT LOUIS
56460;VAL D OUST LE ROC ST ANDRE
56110;LE SAINT
56540;ST CARADEC TREGOMEL
56730;ST GILDAS DE RHUYS
56460;ST GUYOMARD
56140;ST LAURENT SUR OUST
56430;ST LERY
56140;ST MARCEL
56370;SARZEAU
56460;SERENT
56250;SULNIAC
56250;TREFFLEAN
56000;VANNES
56540;KERNASCLEDEN
76740;LA CHAPELLE SUR DUN
76450;CLASVILLE
76850;LA CRIQUE
76280;CUVERVILLE
76220;CUY ST FIACRE
76160;DARNETAL
76250;DEVILLE LES ROUEN
76460;DROSAY
76220;ELBEUF EN BRAY
76750;ERNEMONT SUR BUCHY
76690;ESTEVILLE
76850;ETAIMPUIS
76260;ETALONDES
76270;FESQUES
76260;FLOCQUES
76280;FONGUEUSEMARE
76690;FONTAINE LE BOURG
76640;FOUCART
76410;FRENEUSE
76850;FRESNAY LE LONG
76660;FRESNOY FOLNY
76510;FREULLEVILLE
76190;ST MARTIN DE L IF LA FOLLETIERE
76400;FROBERVILLE
76700;GAINNEVILLE
76400;GANZEVILLE
76110;GONFREVILLE CAILLOT
76700;GONFREVILLE L ORCHER MAYVILLE
76590;GONNEVILLE SUR SCIE
76430;GRAIMBOUVILLE
76110;GRAINVILLE YMAUVILLE
76970;GREMONVILLE
76440;GRUMESNIL
76640;HATTENVILLE
76390;HAUDRICOURT
76450;HAUTOT L AUVRAY
76780;LA HAYE
76840;HENOUVILLE
76720;HEUGLEVILLE SUR SCIE
76280;HEUQUEVILLE
76740;HOUDETOT
76770;HOUPPEVILLE
76390;ILLOIS
76480;JUMIEGES
76730;LAMBERVILLE
76730;LAMMERVILLE
76730;LESTANVILLE
76570;LIMESY
76590;LINTOT LES BOIS
76500;LA LONDE
76260;LONGROY
76770;MALAUNAY
76880;MARTIGNY
76440;MAUQUENCHY
76170;MELAMARE
76460;LE MESNIL DURDENT
76130;MONT ST AIGNAN
76210;NOINTOT
76780;NOLLEVAL
76330;NORVILLE
76330;PORT JEROME SUR SEINE NOTRE DAME DE GRAVENCHON
76500;ORIVAL
76430;OUDALLE
76450;PALUEL
76330;PETIVILLE
76460;PLEINE SEVE
76660;PUISENVAL
76520;QUEVREVILLE LA POTERIE
76230;QUINCAMPOIX
76540;RIVILLE
76680;ROCQUEMONT
76000;ROUEN
76480;ROUMARE
76690;LA RUE ST PIERRE
76430;SAINNEVILLE
76520;ST AUBIN CELLOVILLE
76740;ST AUBIN SUR MER
76116;ST DENIS LE THIBOULT
76680;ST HELLIER
76590;ST HONORE
76280;ST JOUIN BRUNEVAL
76340;ST LEGER AUX BOIS
76110;ST MACLOU LA BRIERE
76730;ST MARDS
76119;STE MARGUERITE SUR MER
76340;ST MARTIN AU BOSC
76133;ST MARTIN DU BEC
76290;ST MARTIN DU MANOIR
76370;PETIT CAUX BELLEVILLE SUR MER
76630;PETIT CAUX GOUCHAUPRE
76630;PETIT CAUX GRENY
76630;PETIT CAUX ST QUENTIN AU BOSC
76630;PETIT CAUX TOURVILLE LA CHAPELLE
76270;ST MARTIN L HORTIER
76480;ST PIERRE DE VARENGEVILLE
76260;ST PIERRE EN VAL
76430;ST ROMAIN DE COLBOSC
76460;ST SYLVAIN
76510;ST VAAST D EQUIQUEVILLE
76890;ST VICTOR L ABBAYE
64490;SARRANCE
64420;SAUBOLE
64410;SEBY
64121;SERRES CASTET
64350;SIMACOURBE
64230;SIROS
64190;SUS
64190;SUSMIOU
64190;TABAILLE USQUAIN
64220;UHART CIZE
64130;VIODOS ABENSE DE BAS
65260;ADAST
65360;ARCIZAC ADOUR
65400;ARCIZANS AVANT
65400;ARRAS EN LAVEDAN
65130;ARRODETS
65100;ARTIGUES
65200;ASTE
65350;AUBAREDE
65400;AYZAC OST
65380;AZEREIX
65690;BARBAZAN DEBAT
65360;BARBAZAN DESSUS
65250;LA BARTHE DE NESTE
65400;BEAUCENS
65590;BORDERES LOURON ILHAN
65350;BOULIN
65100;BOURREAC
65190;CALAVANTE
65710;CAMPAN
65710;CAMPAN GRIPP
65230;CASTERETS
65700;CAUSSADE RIVIERE
65590;CAZAUX DEBAT
65240;CAZAUX FRECHET ANERAN CAMORS ANERAN CAMORS
65240;CAZAUX FRECHET ANERAN CAMORS CAZAUX FRECHET
65230;CIZOS
65190;CLARAC
65230;DEVEZE
65170;ENS
65500;ESCAUNETS
65130;ESCONNETS
65130;ESPARROS
65400;ESTAING
65700;ESTIRAC
65560;FERRIERES
65330;GALAN
65100;GAZOST
65240;GOUAUX
65170;GUCHAN
65330;HOUEYDETS
65350;HOURC
65130;LABASTIDE
65700;LAFITOLE
65700;LAHITTE TOUPIERE
65310;LALOUBERE
65140;LAMEAC
65230;LARROQUE
65350;LASLADES
65350;LIZOS
65130;LOMNE
65100;LOUBAJAC
65200;LOUCRUP
65240;LOUDERVIELLE
65290;LOUEY
65220;LUSTAR
65350;MARQUERIE
65200;MARSAS
65190;MASCARAS
65130;MAUVEZIN
65150;MAZERES DE NESTE
65200;MERILHEU
65360;MOMERES
65690;MONTIGNAC
65190;MOULEDOUS
65150;NESTIER
65200;NEUILH
65500;NOUILHAN
65380;OSSUN
65100;OURDIS COTDOUSSAN
65100;OUSTE
65100;PAREAC
65140;PEYRUN
65260;PIERREFITTE NESTALAS
65350;POUYASTRUC
65200;POUZAC
65170;ST LARY SOULAN
65400;SALLES
65390;SARNIGUET
65370;SIRADAN
65300;TAJAN
65350;THUY
65170;TRAMEZAIGUES
65370;TROUBAT
65150;TUZAGUET
65400;UZ
65500;VIC EN BIGORRE
65220;VIDOU
65230;VIEUZOS
65100;VIGER
51800;VILLE SUR TOURBE
51120;VINDEY
51330;VROIL
52340;AGEVILLE
52120;AIZANVILLE
52310;ANNEVILLE LA PRAIRIE
52500;ANROSEY
52210;ARC EN BARROIS
52210;AUBEPIERRE SUR AUBE
52300;AUTIGNY LE GRAND
52120;AUTREVILLE SUR LA RENNE VALDELANCOURT
52110;BAUDRECOURT
52270;ROCHES BETTAINCOURT BETTAINCOURT SUR ROGNON
52270;ROCHES BETTAINCOURT ROCHES SUR ROGNON
52100;BETTANCOURT LA FERREE
52110;BEURVILLE
52340;BIESLES
52500;BIZE
52110;BLUMERAY
52310;BOLOGNE
52360;BONNECOURT
52150;BOURG STE MARIE
52150;BOURMONT GONAINCOURT
52110;BOUZANCOURT
52150;BRAINVILLE SUR MEUSE
52120;BRAUX LE CHATEL
52000;BRETHENAY
52500;CHAMPSEVRAINE
52700;BUSSON
52320;CERISIERES
52160;VALS DES TILLES CHALMESSIN
52160;VALS DES TILLES MUSSEAU
52100;CHANCENAY
52260;CHANOY
52120;CHATEAUVILLAIN CREANCEY
52360;CHATENAY VAUDIN
52300;CHATONRUPT SOMMERMONT SOMMERMONT
52400;CHEZEAUX
52000;CHAMARANDES CHOIGNES
52000;CHAMARANDES CHOIGNES CHOIGNES
52190;CHOILLEY DARDENAY DARDENAY
52110;COURCELLES SUR BLAISE
52240;DAILLECOURT
52140;DAMMARTIN SUR MEUSE
52360;DAMPIERRE
52110;DOMMARTIN LE FRANC
52270;DOMREMY LANDEVILLE
52270;DOMREMY LANDEVILLE LANDEVILLE
52150;DONCOURT SUR MEUSE
52270;DOULAINCOURT SAUCOURT
52110;DOULEVANT LE CHATEAU VILLIERS AUX CHENES
52340;ESNOUVEAUX
52410;EURVILLE BIENVILLE
52300;FERRIERE ET LAFOLIE
52110;FLAMMERECOURT
52320;FRONCLES PROVENCHERES SUR MARNE
52230;GERMAY
52150;GONCOURT
52320;GUDMONT VILLIERS
52600;HEUILLEY LE GRAND
52600;HAUTE AMANCE MONTLANDON
52400;LANEUVELLE
52170;BAYARD SUR MARNE LANEUVILLE A BAYARD
52220;LANEUVILLE A REMY
52400;LARIVIERE ARNONCOURT
52400;LARIVIERE ARNONCOURT ARNONCOURT SUR APANCE
52000;LAVILLE AUX BOIS
52330;LAVILLENEUVE AU ROI
52360;LECEY
52210;LEFFONDS
52110;LESCHERES SUR LE BLAISERON
52700;LEURVILLE
52230;LEZEVILLE
52250;LONGEAU PERCEY LONGEAU
52800;LOUVIERES
52000;LUZY SUR MARNE
52370;MARANVILLE
52320;MARBEVILLE
52110;MERTRUD
52240;MILLIERES
52330;MONTHERIES
52220;LA PORTE DU DER MONTIER EN DER
52140;VAL DE MEUSE MAULAIN
52140;VAL DE MEUSE RECOURT
52800;NOGENT DONNEMARIE
52360;ORBIGNY AU MONT
52120;ORGES
52400;PARNOY EN BASSIGNY PARNOT
52300;PAROY SUR SAULX
52200;PERRANCEY LES VIEUX MOULINS VIEUX MOULINS
52160;PERROGNEY LES FONTAINES PIERREFONTAINES
52500;PIERREMONT SUR AMANCE PIERREFAITES
52190;LE MONTSAUGEONNAIS PRAUTHOY
52220;RIVES DERVOISES LOUZE
52370;RENNEPONT
52700;REYNEL
52120;RICHEBOURG
52330;RIZAUCOURT BUCHEY
52410;ROCHES SUR MARNE
52210;ROCHETAILLEE CHAMEROY
39600;MESNAY
23210;ARRENES
23210;AUGERES
23160;BAZELAT
23200;BLESSAC
23200;BOSROGER
23600;BOUSSAC
23600;BOUSSAC BOURG
23160;LA CHAPELLE BALOUE
23700;CHARRON
23130;LE CHAUCHET
23220;CHENIERS
23800;COLONDANNES
23700;DONTREIX
23110;EVAUX LES BAINS
23340;FAUX LA MONTAGNE
23250;JANAILLAT
23150;LAVAVEIX LES MINES
23170;LEPAUD
23260;MAGNAT L ETRANGE
23600;MALLERET BOUSSAC
23400;MANSAT LA COURRIERE
23420;MERINCHAL
23300;NOTH
23360;NOUZEROLLES
23350;NOUZIERS
23140;PARSAC RIMONDEIX
23000;SAVENNES
23700;SERMUR
23600;SOUMANS
23150;SOUS PARSAT
23260;ST AGNANT PRES CROCQ
23130;ST DIZIER LA TOUR
23270;ST DIZIER LES DOMAINES
23400;ST DIZIER LEYRENNE
23000;ST FIEL
23160;ST GERMAIN BEAUPRE FORGEVIEILLE
23150;ST HILAIRE LA PLAINE
23400;ST JUNIEN LA BREGERE
23000;ST LAURENT
23000;ST LEGER LE GUERETOIS
23600;ST MARIEN
23150;ST MARTIAL LE MONT
23430;ST MARTIN STE CATHERINE LE THEIL
23480;ST MICHEL DE VEISSE
23260;ST PARDOUX D ARNET
23430;ST PIERRE CHERIGNAT
23300;ST PRIEST LA FEUILLE
23480;ST SULPICE LES CHAMPS
23460;ST YRIEIX LA MONTAGNE
23170;TARDES
24300;AUGIGNAC
24150;BADEFOLS SUR DORDOGNE
24440;BEAUMONTOIS EN PERIGORD BORN DE CHAMPS
24220;BEYNAC ET CAZENAC
24540;BIRON
24330;BLIS ET BORN
24390;BOISSEUILH
24130;BOSSET
24750;BOULAZAC ISLE MANOIRE
24300;LE BOURDEIX
24600;BOURG DU BOST
24110;BOURROU
24210;BROUCHAUD
24480;LE BUISSON DE CADOUIN
24170;CARVES
24530;CHAMPAGNAC DE BELAIR
24650;CHANCELADE
24320;CHAPDEUIL
24390;LA CHAPELLE ST JEAN
24120;CHAVAGNAC
24160;CLERMONT D EXCIDEUIL
24560;COLOMBIER
24750;CORNILLE
24390;COUBJOURS
24420;COULAURES
24520;COURS DE PILE
24150;COUZE ET ST FRONT
24380;CREYSSENSAC ET PISSOT
24250;DAGLAN
24170;DOISSAT
24120;LA DORNAC
24140;DOUVILLE
24410;ECHOURGNAC
24400;EGLISE NEUVE D ISSAC
24700;EYGURANDE ET GARDEDEUIL
24460;EYVIRAT
24290;FANLAC
24500;FONROQUE
24210;GABILLOU
24160;GENIS
24110;GRIGNOLS
24390;HAUTEFORT
24560;ISSIGEAC
24340;RUDEAU LADOSSE
24270;LANOUAILLE
24210;LIMEYRAT
24540;LOLME
24550;LOUBEJAC
24110;MANZAC SUR VERN
57920;ABONCOURT
57590;ABONCOURT SUR SEILLE
57412;ACHEN
57440;ALGRANGE
57515;ALSTING
57170;AMELECOURT
57580;ANCERVILLE
57440;ANGEVILLERS
57640;ANTILLY
57580;ARRIANCE
57810;AZOUDANGE
57590;BACOURT
57050;LE BAN ST MARTIN
57340;BARONVILLE
57450;BARST
57260;BASSING
32150;LAREE
32230;LAVERAET
32220;LAYMONT
32810;LEBOULIN
32240;LIAS D ARMAGNAC
32110;LOUBEDAT
32300;LOUBERSAN
32290;LOUSSOUS DEBAT
32170;MANAS BASTANOUS
32120;MANSEMPUY
32230;MARCIAC
32490;MARESTAING
32700;MARSOLAN
32380;MAUROUX
32420;MEILHAN
32340;MIRADOUX
32350;MIRANNES
32420;MONBARDON
32490;MONFERRAN SAVES
32170;MONPARDIAC
32220;MONTAMAT
32730;MONTEGUT ARROS
32220;MONTEGUT SAVES
32220;MONTPEZAT
32190;MOUREDE
32130;NOILHAN
32260;ORNEZAN
32140;PANASSAC
32550;PAVIE
32550;PESSAN
32260;POUY LOUBRIN
32390;PRECHAC
32310;ROQUES
32120;ST ANTONIN
32300;ST ARROMAN
32120;ST BRES
32320;ST CHRISTAUD
32390;STE CHRISTIE
32110;ST GRIEDE
32190;ST JEAN POUTGE
32230;ST JUSTIN
32380;ST LEONARD
32300;ST MEDARD
32700;STE MERE
32700;ST MEZARD
32120;ST ORENS
32190;ST PAUL DE BAISE
32220;ST SOULAN
32420;SARCOS
32400;SARRAGACHIES
32600;SEGOUFIELLE
32260;SEISSAN ARTIGUEDIEU
32110;SORBETS
32120;TAYBOSC
32700;TERRAUBE
32160;TIESTE URAGNOUX
32430;TOUGET
32450;TRAVERSERES
32110;URGOSSE
32310;VALENCE SUR BAISE
32190;VIC FEZENSAC
33124;AILLAS
33390;ANGLADE
33460;ARCINS
33240;ASQUES
33430;AUBIAC
33240;VAL DE VIRVEE AUBIE ET ESPESSAS
33240;VAL DE VIRVEE ST ANTOINE
33980;AUDENGE
33190;BAGAS
33190;BARIE
33114;LE BARP
33720;BARSAC
33530;BASSENS
33230;BAYAS
33430;BAZAS
33410;BEGUEY
33210;BIEUJAC
33430;BIRAC
33290;BLANQUEFORT
33390;BLAYE
33000;BORDEAUX
33300;BORDEAUX
33190;BOURDELLES
76730;SASSETOT LE MALGARDE
76630;SAUCHAY
76440;SERQUEUX
76780;SIGY EN BRAY
76440;SOMMERY
76540;THEROULDEVILLE
76440;LE THIL RIBERPRE
76270;VATIERVILLE
76940;VATTEVILLE LA RUE
76280;VERGETOT
76750;VIEUX MANOIR
76280;VILLAINVILLE
76360;VILLERS ECALLES
76540;VINNEMERVILLE
76110;VIRVILLE
76190;YVETOT
77750;BASSEVELLE
77350;BOISSETTES
77760;BOISSY AUX CAILLES
77720;BOMBON
77170;BRIE COMTE ROBERT
77177;BROU SUR CHANTEREINE
77130;CANNES ECLUSE
77400;CARNETIN
77320;CERNEUX
77460;CHAINTREAUX
77430;CHAMPAGNE SUR SEINE
77720;LA CHAPELLE GAUTHIER
77160;LA CHAPELLE ST SULPICE
77610;LES CHAPELLES BOURBON
77410;CHARMENTRAY
77410;CHARNY
77370;CHATEAUBLEAU
77500;CHELLES CHANTEREINE
77700;CHESSY
77760;CHEVRAINVILLIERS
77730;CITRY
77370;CLOS FONTAINE
77540;COURPALAY
77124;CREGY LES MEAUX
77230;DAMMARTIN EN GOELE
77520;DONNEMARIE DONTILLY
77130;DORMELLES
77510;DOUE
77450;ESBLY
77139;ETREPILLY
77164;FERRIERES EN BRIE
77370;FONTAINS
77410;FRESNES SUR MARNE
77470;FUBLAINES
77890;GIRONVILLE
77400;GOUVERNES
77480;GRISY SUR SEINE
77390;GUIGNES
77440;ISLES LES MELDEUSES
77450;ISLES LES VILLENOY
77165;IVERNY
77640;JOUARRE
77320;JOUY SUR MORIN
77650;JUTIGNY
77220;LIVERDY EN BRIE
77230;LONGPERRIER
77520;LUISETAINES
77540;LUMIGNY NESLES ORMEAUX
77570;LA MADELEINE SUR LOING
77370;MAISON ROUGE
77230;MARCHEMORET
77560;LES MARETS
77100;MAREUIL LES MEAUX
77350;LE MEE SUR SEINE
77520;MEIGNEUX
77990;LE MESNIL AMELOT
77130;MISY SUR YONNE
77290;MITRY MORY
77570;MONDREVILLE
77470;MONTCEAUX LES MEAUX
77320;MONTOLIVET
77230;MOUSSY LE NEUF
77140;NONVILLE
77440;OCQUERRE
77830;PAMFOU
77580;PIERRE LEVEE
77440;LE PLESSIS PLACY
77515;POMMEUSE
77310;PRINGY
77680;ROISSY EN BRIE
77560;RUPEREUX
77320;ST BARTHELEMY
77160;ST BRICE
77310;ST FARGEAU PONTHIERRY
77230;ST MARD
77320;ST MARS VIEUX MAISONS
77410;ST MESMES
77140;ST PIERRE LES NEMOURS
77320;ST REMY LA VANNE
77580;SANCY
77650;SAVINS
77520;SOGNOLLES EN MONTOIS
77111;SOIGNOLLES EN BRIE
77171;SOURDUN
65220;VILLEMBITS
65120;VIZOS
66200;ALENYA
66110;AMELIE LES BAINS PALALDA
66700;ARGELES SUR MER
66540;BAHO
66390;BAIXAS
66210;BOLQUERE
66160;LE BOULOU
66760;BOURG MADAME CALDEGAS
66210;LA CABANASSE
66500;CAMPOME
66140;CANET EN ROUSSILLON CANET PLAGE
66720;CARAMANY
66500;CATLLAR
66260;COUSTOUGES
66320;ESPIRA DE CONFLENT
66800;ESTAVAR
66360;FONTPEDROUSE
66210;FONTRABIOUSE
66300;FOURQUES
66740;LAROQUE DES ALBERES
66720;LATOUR DE FRANCE
66300;LLAURO
66800;LLO
66320;MARQUIXANES
66500;LOS MASOS
66200;MONTESCOT
66210;MONT LOUIS
66500;MOSSET
66400;OMS
66360;OREILLA
66690;PALAU DEL VIDRE
66600;PEYRESTORTES
66370;PEZILLA LA RIVIERE
66210;PLANES
66760;PORTA
66660;PORT VENDRES
66500;PRADES
66360;RAILLEU
66720;RASIGUERES
66500;RIA SIRACH
66320;RODES
66740;ST GENIS DES FONTAINES
66490;ST JEAN PLA DE CORTS
66130;ST MICHEL DE LLOTES
66570;ST NAZAIRE
66230;LE TECH
66130;TREVILLACH
66300;TROUILLAS
66300;VILLEMOLAQUE
66180;VILLENEUVE DE LA RAHO
66600;VINGRAU
67250;ASCHBACH
67320;ASSWILLER
67480;AUENHEIM
67320;BAERENDORF
67130;BAREMBACH
67140;BARR
67930;BEINHEIM
67320;BERG
67310;BERGBIETEN
67370;BERSTETT REITWILLER
67370;BERSTETT RUMERSHEIM
67320;BETTWILLER
67170;BILWISHEIM
67113;BLAESHEIM
67650;BLIENSCHWILLER
67390;BOESENBIESEN
67150;BOLSENHEIM
67860;BOOFZHEIM
67390;BOOTZHEIM
67330;BOSSELSHAUSEN
67420;BOURG BRUCHE BOURG
67330;BOUXWILLER
67220;BREITENAU
67130;LA BROQUE
67510;CLIMBACH
67310;COSSWILLER
67310;DAHLENHEIM
67350;DAUENDORF NEUBOURG
67490;DETTWILLER
67260;DIEDENDORF
67430;DIEMERINGEN
67320;DURSTEL
67600;EBERSHEIM
67140;EICHHOFFEN
67710;WANGENBOURG ENGENTHAL WANGENBOURG
67680;EPFIG
67320;ESCHBOURG GRAUFTHAL
67320;EYWILLER
67640;FEGERSHEIM
67480;FORSTFELD
67360;FROESCHWILLER
67760;GAMBSHEIM
67150;GERSTHEIM
67360;GOERSDORF MITSCHDORF
67190;GRESSWILLER
67370;GRIESHEIM SUR SOUFFEL
67110;GUNDERSHOFFEN
52260;ROLAMPONT LANNES
52300;ROUVROY SUR MARNE
52190;ST BROINGT LES FOSSES
52200;SAINTS GEOSMES
52200;ST VALLIER SUR MARNE
52500;SAULLES
52150;SOULAUCOURT SUR MOUZON
52230;THONNANCE LES MOULINS SOULAINCOURT
52500;VELLES
52250;VERSEILLES LE HAUT
52700;VIGNES LA COTE
52320;VIGNORY
52130;VILLE EN BLAISOIS
52600;VILLEGUSIEN LE LAC HEUILLEY COTTON
52600;VIOLOT
52160;VITRY EN MONTAGNE
52130;VOILLECOMTE
52130;WASSY
53240;ALEXAIN
53230;ASTILLE
53160;BAIS
53350;BALLOTS
53340;BANNES
53170;LA BAZOUGE DE CHEMERE
53320;BEAULIEU SUR OUDON
53240;LA BIGOTTIERE
53960;BONCHAMP LES LAVAL
53290;BOUERE
53370;BOULAY LES IFS
53150;BREE
53120;CARELLES
53160;CHAMPGENETEUX
53250;CHARCHIGNE
53200;CHATELAIN
53100;CHATILLON SUR COLMONT
53800;CONGRIER
53300;COUESMES VAUCE VAUCE
53160;HAMBERS
53110;LE HOUSSEAU BRETIGNOLLES BRETIGNOLLES LE MOULIN
53250;JAVRON LES CHAPELLES LES CHAPELLES
53200;LAIGNE
53110;LASSAY LES CHATEAUX LA BAROCHE GONDOUIN
53410;LAUNAY VILLIERS
53150;LIVET
53200;LOIGNE SUR MAYENNE
53320;LOIRON RUILLE RUILLE LE GRAVELAIS
53950;LOUVERNE
53470;MARTIGNE SUR MAYENNE
53220;MONTAUDIN
53410;OLIVET
53360;ORIGNE
53800;RENAZE
53110;RENNES EN GRENOUILLES
53640;LE RIBAY
53350;LA ROE
53390;LA ROUAUDIERE
53170;RUILLE FROID FONDS
53390;ST AIGNAN SUR ROE
53140;ST CALAIS DU DESERT
53150;ST CHRISTOPHE DU LUAT
53320;ST CYR LE GRAVELAIS
53100;ST GEORGES BUTTAVENT
53100;ST GEORGES BUTTAVENT FONTAINE DANIEL
53240;ST GERMAIN LE FOUILLOUX
53380;ST HILAIRE DU MAINE
53410;ST OUEN DES TOITS
53410;ST PIERRE LA COUR
53160;TRANS
53500;VAUTORTE
54800;ABBEVILLE LES CONFLANS
54740;AFFRACOURT
54460;AINGERAY
54800;ALLAMONT
54260;ALLONDRELLE LA MALMAISON
54450;ANCERVILLER
54110;ANTHELUPT
54530;ARNAVILLE
54760;ARRAYE ET HAN
54700;ATTON
54160;AUTREY
54450;AVRICOURT
54120;BACCARAT
54450;BARBAS
54150;LES BAROCHES
54620;BASLIEUX
54470;BEAUMONT
54610;BELLEAU MOREY
54610;BELLEAU SERRIERES
54450;BENAMENIL
54480;BERTRAMBOIS
54370;BEZANGE LA GRANDE
54300;BIENVILLE LA PETITE
54470;BOUILLONVILLE
54136;BOUXIERES AUX DAMES
54200;BRULEY
54113;BULLIGNY
54420;CERVILLE
54890;CHAMBLEY BUSSIERES
54280;CHAMPENOUX
54330;CHAOUILLEY
24220;MARNAC
24620;MARQUAY
24550;MAZEYROLLES
24440;MONSAC
24210;MONTAGNAC D AUBEROCHE
24140;MONTAGNAC LA CREMPSE
24230;MONTAZEAU
24520;MOULEYDIER
24250;NABIRAT
24390;NAILHAC
24800;NANTHIAT
24300;NONTRON
24410;PARCOUL CHENAUD
24600;PETIT BERSAC
24150;PRESSIGNAC VICQ
24200;PROISSANS
24340;PUYRENIER
24440;RAMPIEUX
24240;RIBAGNAC
24230;ST ANTOINE DE BREUILH
24410;ST AULAYE PUYMANGOU PUYMANGOU
24440;ST AVIT SENIEUR
24260;ST CIRQ
24330;ST CREPIN D AUBEROCHE
24270;ST CYR LES CHAMPAGNES
24400;ST FRONT DE PRADOUX
24590;ST GENIES
24140;ST GEORGES DE MONTCLARD
24520;ST GERMAIN ET MONS
24330;ST GEYRAC
24160;ST JORY LAS BLOUX
24500;ST JULIEN D EYMET
24400;ST LAURENT DES HOMMES
24700;ST MARTIAL D ARTENSET
24250;ST MARTIAL DE NABIRAT
24320;ST MARTIAL VIVEYROL
24400;ST MARTIN L ASTIER
24230;ST MICHEL DE MONTAIGNE
24160;ST PANTALY D EXCIDEUIL
24450;ST PRIEST LES FOUGERES
24560;STE RADEGONDE
24800;ST ROMAIN ET ST CLEMENT
24470;ST SAUD LACOUSSIERE
24230;ST SEURIN DE PRATS
24340;ST SULPICE DE MAREUIL
24190;ST VINCENT DE CONNEZAC
24420;ST VINCENT SUR L ISLE
24590;SALIGNAC EYVIGUES
24380;SALON
24200;SARLAT LA CANEDA
24420;SARLIAC SUR L ISLE
24270;SAVIGNAC LEDRIER
24310;SENCENAC PUY DE FOURCHES
24410;SERVANCHES
24390;TEILLOTS
24390;TEMPLE LAGUYON
24800;THIVIERS
24290;THONAC
24390;TOURTOIRAC
24480;URVAL
24540;VERGT DE BIRON
24220;VEZAC
24340;VIEUX MAREUIL
24120;VILLAC
24140;VILLAMBLARD
24610;VILLEFRANCHE DE LONCHAT
25250;ACCOLANS
25360;ADAM LES PASSAVANT
25300;LES ALLIES
25340;ANTEUIL
25400;ARBOUANS
25520;ARC SOUS CICON
25150;AUTECHAUX ROIDE
25560;BANNANS
25640;BATTENANS LES MINES
25380;BATTENANS VARIN
25110;BAUME LES DAMES
25000;BESANCON
25310;BLAMONT
25640;BLARIANS
25250;BLUSSANGEAUX
25250;BLUSSANS
25560;BOUJAILLES
25640;LA BRETENIERE
25110;BRETIGNEY NOTRE DAME
25560;BULLE
25170;BURGILLE CORDIRON
25440;CESSEY
25380;CHAMESEY
25170;CHAMPVANS LES MOULINS
25290;CHASSAGNE ST DENIS
25840;CHATEAUVIEUX LES FOSSES
25870;CHATILLON LE DUC
25300;LA CLUSE ET MIJOUX
25410;CORCELLES FERRIERES
25410;CORCONDRAY
25360;COTEBRUNE
25420;COURCELLES LES MONTBELIARD
25170;COURCHAPON
25340;CROSEY LE GRAND
33710;BOURG SUR GIRONDE
33113;BOURIDEYS
33820;BRAUD ET ST LOUIS
33650;CABANAC ET VILLAGRAINS
